"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50"
"g560",958.3,42.405,531.186,1285.458,655.871,12176.578,1951.604,626.008,1648.834,1148.337,896.056,3640.147,4229.004,1786.635,1771.989,139.293,1102.869,1646.794,7596.275,358.952,1210.865,1702.389,3199.479,430.538,1256.416,1189.295,1945.094,1667.804,3658.094,2839.663,2636.551,1236.498,2331.143,1926.826,1230.691,1155.844,411.225,599.062,1272.142,143.648,1.579,42.241,1190.03,2722.943,4425.514,2028.75,1564.4,246.323,3357.583,3587.598
"g561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.443,0,0,26.871,441.306,0,0,0,0,0,0,7.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g563",41.687,16.615,24.361,2.136,7.998,6.197,2.115,3.084,83.321,1.695,369.947,44.305,1.459,53.279,5.096,0,7.069,1.451,19.378,3.766,8.287,49.5,7.454,4.747,0,46.312,6.595,0.734,8.095,0.878,1.197,1.189,1.738,6.144,4.665,5.661,224.257,6.058,5.194,57.735,6.078,21.503,5.137,0,2.547,7.121,0,12.878,44.494,25.935
"g564",8.72,142.634,22.888,31.196,4.112,0,3.626,15.422,204.084,0.984,431.41,154.079,100.682,860.923,248.854,2.902,258.254,75.68,10.526,21.75,0,1.641,7.087,0,91.506,72.247,98.567,2.15,1.94,10.539,12.758,4.814,881.258,11.921,1.609,465.929,545.844,26.739,23.373,0,749.182,465.83,16.767,0,29.516,31.872,695.929,168.495,1.566,215.491
"g565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g566",3.227,37.894,656.124,148.821,558.909,6.197,21.854,33.62,24.665,16.832,0,2679.514,1.167,57.182,769.797,58.039,11.483,834.87,57.001,3.507,7.724,9.367,8.714,7.649,606.752,989.523,3.677,4.317,0.902,86.127,153.209,619.848,43.309,831.606,852.683,867.206,104.369,141.692,228.417,15.014,219.521,11.418,2.628,781.722,439.165,35.786,985.884,9.567,3.024,528.389
"g567",1491.819,6430.084,257.303,755.832,92.521,15105.835,2684.412,1619.306,861.64,556.377,637.652,602.662,1092.9,446.055,2515.748,3842.397,175.284,888.398,958.778,609.254,884.984,1916.612,1385.663,115.11,376.28,2363.77,705.442,1574.238,1368.148,1975.196,904.704,1002.071,289.428,133.893,321.86,899.245,1717.813,1032.134,379.018,3512.366,66.164,1419.045,1354.69,1158.418,535.237,41.381,1054.908,49.206,814.043,300.355
"g568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.9,0,0,1.815,0.77,0,0,0,0,0,0,0,110.656,0,0,0,0.795,234.432,23.706,25.881,0,0.866,153.487,0,0,0,0,548.206,0,0,0,0,0
"g569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0,1.93,0,27.667,0,0,0,0,0,0,0,0,0,0,0,0,0,68.694,0,0,0
"g570",12.895,78.757,20.335,72.652,28.209,356.498,0,107.892,11.785,2.585,2.97,0,16.442,1.338,10.841,20.517,36.321,9.308,72.367,7.484,6.308,20.121,1.903,21.59,18.634,6.613,17.592,6.718,15.179,1.107,1.264,73.032,5.469,94.791,3.791,4.008,28.608,35.922,9.747,73.142,33.785,41.581,33.073,34.319,0,3.388,41.491,44.447,47.301,24.732
"g571",0,0,0,0,2.056,0,835.332,0,0.947,1.873,0,2.943,1.328,0.805,0,0,1.736,0.795,3.401,1.403,4.511,8.219,66.457,60.969,16.134,0,2.122,0,0,0.878,1.573,0,0,0,0,10.775,0,0,4.077,6.494,21.36,1.32,0.277,0,0,2.379,0,4.926,0,2.129
"g572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g573",1845.753,34.695,434.531,175.893,740.168,111.541,118.415,2273.196,733.298,609.786,628.899,56.5,103.586,520.397,1.274,1302.97,2795.031,629.049,129.566,319.058,921.519,29.272,282.154,3394.171,872.403,1304.149,1089.599,188.116,989.491,253.806,817.387,539.139,61.008,320.289,107.545,661.59,7.963,26.739,491.625,360.103,716.392,937.626,363.527,51.281,743.085,140.522,2113.067,2031.673,37.236,15.204
"g574",8.493,0,80.926,510.972,20.56,0,1.057,3359.889,613.493,0,10.794,0,0,525.353,0,2.902,0,84.903,0,0,596.401,0,1.312,274.409,0,0,187.411,0,0,461.048,402.421,4.618,0,0,0,372.111,0,249.918,1310.154,0,0,25.081,0,13.412,337.759,52.597,0,0,0,1.267
"g575",0,3.855,3.05,4.187,0,0,0,0,657.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.577,7.732,0,0,0,0,0,1.93,1.154,0,0,0,0,0,0,12.119,0,0,2.64,0,0,0,175.687,0,0,0,0
"g576",2.831,3.855,0,0,0,7520.477,0,0,1.387,0,0,0,44.775,1.239,0,0,4.598,0,44.982,0,0,0.77,0,0,0,0,3.536,1.791,0,0,1.93,0,0,0,9.284,0,0,6.685,5.194,0,0,0,0,0,43.602,0,0,0,0,0
"g577",1373.044,331.527,1286.517,1030.109,1428.915,5694.796,1519.305,1801.285,1618.08,2400.356,876.144,1035.825,1677.794,1247.714,775.797,1783.618,499.415,1458.022,57.577,1093.451,910.672,1269.474,1019.651,2573.767,1202.126,2179.133,1394.973,755.975,3183.343,2129.991,965.945,3445.536,808.715,1645.934,795.367,856.287,1725.07,2150.584,1595.809,812.692,2775.66,250.821,625.924,209.858,1429.413,1344.873,1053.021,2073.962,1651.644,1524.2
"g578",20.695,1139.952,3350.568,181.881,5035.528,13977.224,496.232,5524.238,424.916,6550.245,29.445,3350.304,182.807,78.791,13318.767,149.218,467.479,91.078,8144.801,23.244,363.986,443.638,120.736,4085.082,1165.425,255.476,2733.262,10457.219,886.141,893.299,277.786,3290.745,973.608,41708.851,150.772,347.709,1113.857,2297.105,280.262,5773.185,26946.01,331.581,11247.358,523.415,32.302,88.822,94.011,4898.914,15490.066,3704.238
"g579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g582",0,0,0,0,0,0,0,0,0,5.508,0,0,0,0,0,0,0,0,3.599,0,0,0,0,0,60.566,0,0,0,0,0,0,0,0,0,0,0.718,0,0.836,0,0,3.157,0,0,0,1.063,0,0.916,0,0,0
"g583",25.791,48.881,10.645,65.324,2.2,45.608,29.667,44.076,6.71,10.294,2.987,35.783,10.008,47.579,2.611,20.923,17.793,9.725,2428.424,7.841,31.833,6.802,30.853,7.286,74.522,20.062,42.733,46.326,648.359,5.902,30.302,20.4,29.944,6.151,13.362,18.677,39.697,235.002,11.314,2962.136,30.801,11.669,7.323,59.439,8.88,46.079,31.865,26.682,30.831,23.224
"g584",0,0,58.101,8.375,0,0,0,0,0,0,0,2.354,0,684.087,0,0,1.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,0,0,0,0,2.155,22.894,6.685,0,0,0,0,0,44.97,0,15.647,750.518,2874.305,0,1.267
"g585",0,0,0,73.28,0,0,0,6.169,0,0,0.83,0,0,0,0,0,0,0,0,0,0,2.311,0,0,0,0,0,0,0,0,1.863,0.485,0,0,0,0,0,0,0,0,0,0,0,0.852,0,0,2.235,0,3.707,0
"g586",548.184,7.71,10.375,0,0,12.393,0,0,0,0,0.83,0,27.618,256.457,1.274,14.51,43.103,0,0,4.208,7.262,0,0,0,1.289,0,226.307,0,0,0,0.965,0,0,0,0,3.592,77.642,4.178,0,0,0,0,0,0,189.295,0,0,13.794,212.467,6.335
"g587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g588",0,0,2.075,25.125,485.221,0,191.367,0,466.903,632.257,842.956,0,2.918,774.401,0,0,0,0,0,1.403,277.755,0,0,0,193.295,0,0,0,0,0,4.825,0,0,19.869,0,270.104,0,0.836,0,0,0,26.427,210.74,2.367,813.544,0,0,4.926,0,0
"g589",215.214,3.855,51.979,0,2.056,0,1.1,3.794,28.454,13.02,4.323,13.113,42.31,184.53,11.631,5.92,0.207,0,7.035,0.561,1.861,40.241,1.273,1.577,274.388,2.13,4.65,3.44,0.902,98.949,6.504,0.739,2.192,0.787,3.288,2.988,4.081,0.944,11.678,9.741,0,1.927,18.46,1.531,50.429,87.71,16.166,3.675,11.709,14.875
"g590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g591",1402.33,3.855,9.317,11.788,896.282,55.771,3.7,16.501,145.529,6.782,1085.033,30.816,1.459,12.849,940.804,2289.658,464.186,1211.131,4.084,18.131,18.889,6.756,395.015,2758.378,119.16,27.787,901.004,4.801,10.189,101.874,388.91,2014.532,111.276,173.743,920.15,9.741,6.659,14.205,277.362,37.978,15.835,1.386,21.252,303.34,7.497,77.028,0.916,7.173,1015.313,1073.275
"g592",0,0,147.327,0,0,0,0,0,1543.161,0,0,0,0,0,0,0,0,26.243,0,0.701,0,4.622,0,0,1917.303,3.705,1.768,0,0,0,0,0,0.709,0,7.737,0,0,0,0,0,0,0,73.1,0,0,0,0,0,0,0
"g593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g594",373.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0.772,5.398,0,3.631,1278.717,0,0,0,0,0,0,0,0,0,0,0,0,81.904,0,23.89,0,6.925,641.319,0,0,0,0.789,0,0,27.478,0,0,0
"g595",1508.961,1210.498,112.944,261.715,106.913,223.082,58.15,3.084,201.558,422.385,438.022,814.582,646.418,61.952,1046.396,11.608,448.842,424.772,7.197,345.079,711.633,0.77,508.257,498.352,1344.391,679.843,22.967,104.135,2784.335,952.79,1063.057,1074.803,27.645,1630.579,625.144,825.534,282.886,794.499,208.636,0,0,87.809,71.125,1083.823,269.863,556.916,544.115,0.985,13.958,771.527
"g596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g598",0,154.815,27.971,108.936,2.303,161.115,3.658,12.338,7.906,393.03,12.454,2.354,0,98.714,17.834,49.304,8.063,6.962,3.599,12.625,0.926,189.62,19.816,14.194,37.37,269.611,33.451,44.14,401.841,0.869,9.544,53.417,2.724,48.306,0,37.513,36.83,34.301,15.582,1048.747,169.365,0,92.712,61.963,0.681,50.864,238.031,78.951,12.872,96.951
"g599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.562,0,0,0,0,0,467.478,0,0,161.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g600",1037.851,69.389,672.309,437.587,234.387,824.165,26.432,117.207,394.725,13.113,471.259,628.581,717.848,1309.679,1639.492,60.941,29.884,267.832,370.65,194.956,280.478,261.906,108.924,2261.871,323.111,1978.453,1667.125,1081.314,2408.259,86.066,1476.701,513.74,217.076,30.201,389.946,410.45,902.023,972.714,1166.036,57.026,1889.65,293.973,640.123,78.105,243,7.759,36.637,457.176,69.788,404.262
"g601",2.831,4784.476,128.652,180.541,55.513,6.197,82.616,197.401,16.917,0,6.754,0,160.485,235.43,78.153,14.51,2.299,6.947,773.633,2.104,7.262,1.541,800.529,1.577,1.289,27.787,0,0,1098.654,452.283,0,818.521,739.946,74.708,247.585,351.293,43.798,59.327,3.463,0,41.047,36.961,311.467,3.156,1.063,455.188,1.832,0,46.526,158.4
"g602",1.416,3.855,704.43,510.867,265.227,0,123.701,6.169,398.108,493.629,771.446,28.25,1086.919,0,62.42,2.902,0,572.704,0,1.403,293.185,1935.793,0,110.394,376.293,0,1.768,0,1173.207,0,229.563,1055.188,29.085,1.59,0,341.222,4.977,1.671,1.731,0,3.157,66.002,0,3.156,35.626,0,1.832,0,1.551,45.612
"g603",2.137,10.331,1.619,2.324,6.189,42.634,7.211,0,6.192,0,0,22.223,0,0.545,0,0,0,1.173,20.638,2.476,10.838,5.862,4.816,3.753,1.727,3.705,0,13.704,0.614,0.878,11.252,10.252,8.648,5.134,16.201,2.177,3.126,0.493,0,13.893,8.888,9.24,0.494,0,1.244,12.225,4.47,9.538,8.561,11.504
"g604",3000.851,2816.708,1873.231,1792.18,882.034,3085.972,3794.657,6461.8,1947.765,3380.129,2359.614,314.561,3311.207,3378.481,1535.722,5857.329,1734.041,2638.087,129.548,3342.713,2204.391,2187.7,1705.98,2453.879,1782.68,2191.656,2160.192,822.258,3502.428,2797.315,1016.175,5026.576,1458.866,2110.853,1514.895,1195.72,1859.53,1423.835,798.93,228.262,1651.311,2504.226,347.063,3001.928,779.662,822.925,1803.228,1247.725,2106.028,1039.966
"g605",108.994,7.71,178.452,213.559,0,1803.249,5.286,6.169,260.53,0,647.152,614.432,2.918,201.988,1.274,708.073,21.264,0,0,181.657,359.211,17.725,257.219,861.108,546.393,0,144.978,0,18.952,1.756,0.965,2.309,0.709,477.357,183.36,451.146,1255.564,416.961,0,0,0,36.961,11.854,77.316,147.82,885.341,1538.782,8.868,20.161,40.544
"g606",150.044,11.565,0,0,137.754,0,3.172,3504.763,0,0,19.083,0,29.179,16.108,0,0,0.575,0,0,738.756,0,131.4,2.625,14.194,0,0,406.664,12.54,0,0,0.965,0,0,0,0,0,90.583,0.836,1.731,0,0,297.102,1.317,1.578,300.958,1.724,0,2.956,32.568,1.267
"g607",0,0,0,0,0,0,0,0,4.274,3.213,0,7.251,0,2.292,11.134,0,0.006,0,0,4.91,0,0.77,0,0,0,0.408,0,1.2,1.832,0,2.692,0,4.994,0,0,0.776,0,0,3.463,13.125,0,2.521,1.034,0,0.558,3.983,0,0,0,0
"g608",251.621,0,16.6,0,0,0,0,0,12.406,0.937,6.637,0,1.459,0,0,0,1.149,158.229,0,0,40.846,11.616,28.872,0,0,0,21.216,16.123,0,0,109.049,0,0,0,0,35.2,197.978,0,227.672,57.066,0,0,3.951,0.789,335.669,0,0,1.971,1.551,13.722
"g609",1999.76,1697.187,850.741,1630.838,2154.67,3453.934,2444.685,2760.5,1308.006,1004.633,1711.683,7.062,1723.999,1083.888,1575.276,2896.134,1311.009,1901.041,21.591,1257.553,1195.325,605.48,2005.864,913.498,1005.055,1265.228,783.236,1166.137,1229.169,1450.811,1618.803,1473.616,1133.783,548.401,1453.347,1083.792,1578.695,2260.698,2258.11,395.523,36.405,419.773,1390.206,891.559,1784.798,745.732,1243.698,2901.056,681.119,959.575
"g610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916,0,0,135.569
"g612",260.454,0,0,0,0,0,0,0,1.466,0,0,0,0,0,0,2.902,0,0,0,0.701,16.366,0,0,0,0,0,3.536,0,0,0,1.534,0,0,0.819,0.58,1.027,0,21.734,0.866,0,0,0,1.317,0,4.796,2.517,0,0.985,4.653,0
"g613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g616",2.831,239.008,41.501,307.776,133.641,6.197,98.327,9.253,56.389,39.34,80.479,0,169.238,0,771.198,1720.907,595.971,285.623,1.799,115.728,0.908,0,124.673,214.007,16.752,791.011,47.737,1560.319,6096.857,769.321,137.035,34.634,26.248,1299.378,378.333,0,0.995,1065.382,54.537,0,0,58.082,0,609.007,104.219,0,545.891,413.793,0,231.861
"g617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g619",0,0,0,0,0,0,1.057,0,0,0,0,0,0,27.259,0,14.51,146.549,0,0,5.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.232,0,0,0,0,0,0,0,0,0,0,0,0
"g620",0,0,0,0,0,0,0,0,3.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g622",0,0,0,0,0,0,0,0,0,0,389.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.577,0,0,0,0
"g623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g624",0,0,0,0,0,0,0,7722.854,1.128,0.937,0,0,0,0,0,0,0,0,0,0,19.969,0,0,0,0,0,30.056,0,0,0,0,0,0,0,0,528.844,52.787,0,86.541,0,0,0,2.634,0,213.223,56.036,0,0,182.954,0
"g625",1691.434,7575.317,564.407,1442.571,1133.012,60.17,31.718,422.068,4076.856,790.555,5174.251,4372.993,1810.559,648.018,2208.907,1593.164,1633.37,1184.865,1165.425,2690.219,1105.645,1108.463,1192.972,4049.772,130.525,2578.881,2994.47,935.117,812.22,2368.577,928.366,1133.693,312.845,4276.727,1719.168,1281.32,1347.878,1776.455,1049.993,184.971,4180.201,1028.524,1176.839,3549.217,2218.364,8.621,75.106,2435.151,114.763,1958.693
"g626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g628",494.409,4429.164,122.489,483.439,136.17,1947.509,304.189,27.76,794.209,946.643,281.942,43.293,2363.005,837.059,39.185,332.968,721.561,13.924,24.218,874.326,488.594,733.93,33.124,232.932,120.938,900.493,3.624,471.338,2208.498,27.234,525.859,128.701,52.559,229.638,69.471,312.308,37.875,114.535,229.758,1492.756,59.249,313.22,777.091,1432.212,281.422,30.053,4.204,355.799,187.079,223.537
"g629",82.199,2.737,10.375,18.843,0,0,0,6.169,2.132,0,0,0,0,12.18,0,81.69,9.27,0.772,0,54.013,3.122,0,0,0,10.309,1.723,0,42.994,0,0,1.1,0,1.61,3.958,3.404,0,1.991,1.061,4.328,5.707,0,0,23.991,370.881,6.381,0,0,0,1.551,0
"g630",5.662,3852.383,477.256,200.997,104.857,5595.029,12.687,141.882,894.526,4.683,188.338,155.327,40.851,0,306.663,687.962,4.598,1256.323,1060.275,1137.771,339.478,196.345,97.113,80.067,350.907,246.38,995.399,352.908,469.978,4.391,273.144,4080.716,305.028,1891.53,203.484,46.694,1647.627,140.396,1615.52,1599.115,298.11,357.718,68.78,95.462,353.599,1475.111,3550.502,530.866,502.166,581.933
"g631",4.247,0,489.706,251.246,0,0,1.057,0,110.523,1.873,242.267,9.417,0,78.06,480.255,14.51,2.299,54.029,242.884,17.534,44.477,1036.37,15.748,3.154,6.443,405.694,0,229.301,8.122,5.269,121.595,3.463,842.766,965.634,92.844,6.465,50.866,30.917,0,287.296,453.093,522.737,694.211,0,154.733,787.949,251.879,0,0,97.559
"g632",151.459,6113.977,99.601,556.929,0,6.197,4.229,15.422,1.128,0,847.13,0,0,0,0,2.902,200.008,387.468,0,0,216.939,0,0,0,0,154.442,0,383.362,0,0.878,450.673,1.154,0,105.719,0,0,4.977,331.48,0,0,0,0,142.25,67.873,8.508,0,0,44.338,49.627,3.801
"g633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g635",0,0,0,0,0,0,4.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g636",0,0,41.501,0,0,6.197,559.32,3.084,278.563,0,434.753,0,0,3.717,3.822,440.804,1.149,294.846,28.788,0,603.553,104.423,5.249,0,33.504,40.755,0,0,259.008,4.391,0,110.829,0,2.384,47.97,2.155,0,5.849,0,1.968,1.579,0,110.56,18.935,759.329,184.489,0,324.151,4.653,1.128
"g637",0,0,58.101,10.469,82.241,0,388.02,6.169,360.891,0.937,0,3145.87,1.459,0,349.032,0,3.448,103.435,21.591,584.004,383.038,5.392,6.562,668.659,1.289,980.224,56.577,7.166,2.707,0,0,5.772,75.196,0,243.252,0,0,768.746,0,0,0,0,48.075,0.789,1.595,496.569,0,3.941,0,0
"g638",38.374,0,20.439,21.628,2.549,0,37.819,0,69.393,0,17.929,0,17.434,3.271,14.293,0,0,166.82,8.978,5.611,20.568,52.589,35.564,0,5.838,0,0,105.478,33.698,0,94.197,2.621,0,0.827,0,30.638,0,0.861,3.463,1406.155,0,353.032,1.218,30.074,34.121,0,55.13,35.047,111.491,78.351
"g639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g640",0,0,0,0,0,0,0,0,36.089,0,0,0,0,18.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g641",0,3.855,0,0,0,0,0,0,0,0,0,0,0,0,535.032,0,5.747,0,0,0,0,0,0,0,0,0,0,0,0,1.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,48.919,0,0,0,0,0
"g642",1128.359,3.855,29.05,1404.884,952.082,0,747.494,0,59.795,18.734,1224.502,0,36.474,880.933,1627.976,1443.685,731.267,934.007,0,458.001,0,1458.192,863.653,0,48.968,733.584,31.824,460.715,112.808,421.607,78.168,155.854,0,0,0,819.665,117.299,1326.923,0,0,331.516,799.22,0,321.983,781.911,84.486,1.832,0,763.02,46.879
"g643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g644",1325.03,7.71,1184.841,1417.446,1202.773,823.855,2146.269,3325.868,1919.92,2281.679,1256.885,1600.82,1854.298,877.241,1384.766,2248.624,1622.301,1288.841,892.439,1319.527,1079.766,928.518,1472.554,1406.772,1775.554,1671.645,1068.613,913.62,1670.276,3226.58,1815.256,462.794,591.639,996.67,1106.976,1488.086,849.196,1419.657,1632.522,891.403,1418.671,4609.944,1196.991,1661.155,1729.355,786.234,1565.71,1378.345,2414.322,1581.304
"g645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g647",0,0,114.127,121.436,6.168,0,0,0,0,0,0,0,0,12.39,0,0,0,0,0,0,0,0,0,6.308,0,290.84,0,0,0,0,0,0,0,71.528,0,0,0,184.666,0,0,0,0,0,3.345,0,0,0,0,2531.877,0
"g648",0,0,0,0,0,0,15.859,0,0,0,83.01,0,0,26.02,0,0,104.596,0,0,0,0,0,0,0,0,0,0,0,0,1445.603,0.965,0,0,0,0,0,0,2.507,0,0,0,25.081,0,0,0,0,0,9.853,0,0
"g649",0,0,141.102,100.561,12.336,25.654,1819.064,3.084,2.323,2.791,0.83,917.694,50.582,12.415,17.834,5.804,0.684,2.2,9.968,66.365,3.658,5.423,0,0,36.082,0.463,3.501,8.778,0.902,1.054,5.81,1.778,28.319,2.686,213.674,396.521,121.281,1.68,107.421,30.107,0,17.649,0,81.403,0,1.905,0,2.838,8.514,1.305
"g650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g652",0,30.878,6.225,2.157,12.357,55.833,1.945,3.67,4.635,0,246.532,2.166,8.973,6.53,50.675,0,0.575,163.802,2.843,1.396,7.897,0.84,1.312,89.987,0,14.449,1.485,1.756,1.679,1.115,9.641,1.131,2.213,15.895,0,0.682,6.042,2.465,0,15.604,16.324,75.018,0.639,1.578,1.484,143.841,0,0,0,1.254
